orientMII,10000,1324.235,11.850
orientMII,10000,677.021,11.850
orientMII,10000,310.107,11.850
orientMII,10000,301.993,11.850
orientMII,10000,321.221,11.850
orientMII,10000,310.288,11.850
orientMII,10000,299.382,11.850
orientMII,10000,301.438,11.850
orientMII,10000,296.589,11.850
orientMII,10000,298.616,11.850
neo4j,10000,2216.715,0.801
neo4j,10000,1457.819,0.801
neo4j,10000,622.065,0.801
neo4j,10000,528.638,0.801
neo4j,10000,528.648,0.801
neo4j,10000,512.259,0.801
neo4j,10000,538.364,0.801
neo4j,10000,505.942,0.801
neo4j,10000,520.056,0.801
neo4j,10000,511.437,0.801
orientMII,20000,429.483,11.850
orientMII,20000,421.664,11.850
orientMII,20000,420.380,11.850
orientMII,20000,440.767,11.850
orientMII,20000,421.185,11.850
orientMII,20000,456.563,11.850
orientMII,20000,411.494,11.850
orientMII,20000,429.094,11.850
orientMII,20000,432.311,11.850
orientMII,20000,428.538,11.850
neo4j,20000,643.450,1.593
neo4j,20000,696.384,1.593
neo4j,20000,705.863,1.593
neo4j,20000,686.216,1.593
neo4j,20000,729.576,1.593
neo4j,20000,680.548,1.593
neo4j,20000,619.457,1.593
neo4j,20000,609.552,1.593
neo4j,20000,598.001,1.593
neo4j,20000,665.665,1.593
orientMII,30000,551.709,11.850
orientMII,30000,540.398,11.850
orientMII,30000,546.589,11.850
orientMII,30000,547.864,11.850
orientMII,30000,548.179,11.850
orientMII,30000,558.660,11.850
orientMII,30000,562.473,11.850
orientMII,30000,555.964,11.850
orientMII,30000,543.023,11.850
orientMII,30000,544.733,11.850
neo4j,30000,831.976,2.384
neo4j,30000,837.981,2.384
neo4j,30000,831.393,2.384
neo4j,30000,816.024,2.384
neo4j,30000,809.563,2.384
neo4j,30000,815.332,2.384
neo4j,30000,830.144,2.384
neo4j,30000,843.134,2.384
neo4j,30000,808.548,2.384
neo4j,30000,821.995,2.384
orientMII,40000,683.575,11.850
orientMII,40000,671.165,11.850
orientMII,40000,678.884,11.850
orientMII,40000,668.308,11.850
orientMII,40000,666.901,11.850
orientMII,40000,675.512,11.850
orientMII,40000,676.631,11.850
orientMII,40000,671.110,11.850
orientMII,40000,666.631,11.850
orientMII,40000,669.394,11.850
neo4j,40000,960.900,3.176
neo4j,40000,1013.371,3.176
neo4j,40000,1034.824,3.176
neo4j,40000,1052.088,3.176
neo4j,40000,1038.052,3.176
neo4j,40000,1068.450,3.176
neo4j,40000,995.179,3.176
neo4j,40000,1012.658,3.176
neo4j,40000,1060.567,3.176
neo4j,40000,963.601,3.176
orientMII,50000,1700.410,11.850
orientMII,50000,785.115,11.850
orientMII,50000,827.809,11.850
orientMII,50000,798.968,11.850
orientMII,50000,790.947,11.850
orientMII,50000,792.375,11.850
orientMII,50000,784.896,11.850
orientMII,50000,792.392,11.850
orientMII,50000,784.941,11.850
orientMII,50000,782.539,11.850
neo4j,50000,1150.650,3.967
neo4j,50000,1223.536,3.967
neo4j,50000,1177.100,3.967
neo4j,50000,1172.827,3.967
neo4j,50000,1207.425,3.967
neo4j,50000,1223.757,3.967
neo4j,50000,1188.667,3.967
neo4j,50000,1134.691,3.967
neo4j,50000,1123.730,3.967
neo4j,50000,1136.478,3.967
orientMII,60000,896.395,11.850
orientMII,60000,892.982,11.850
orientMII,60000,893.270,11.850
orientMII,60000,896.904,11.850
orientMII,60000,908.229,11.850
orientMII,60000,901.597,11.850
orientMII,60000,903.320,11.850
orientMII,60000,900.708,11.850
orientMII,60000,911.445,11.850
orientMII,60000,901.358,11.850
neo4j,60000,1267.747,4.759
neo4j,60000,1986.111,4.759
neo4j,60000,1252.921,4.759
neo4j,60000,1285.932,4.759
neo4j,60000,1268.536,4.759
neo4j,60000,1283.852,4.759
neo4j,60000,1295.570,4.759
neo4j,60000,1287.419,4.759
neo4j,60000,1291.951,4.759
neo4j,60000,1312.921,4.759
orientMII,70000,1034.340,11.850
orientMII,70000,1045.853,11.850
orientMII,70000,1037.205,11.850
orientMII,70000,1027.722,11.850
orientMII,70000,1021.702,11.850
orientMII,70000,1024.373,11.850
orientMII,70000,1034.964,11.850
orientMII,70000,1033.981,11.850
orientMII,70000,1038.746,11.850
orientMII,70000,1032.812,11.850
neo4j,70000,1434.735,5.550
neo4j,70000,1469.343,5.550
neo4j,70000,1491.102,5.550
neo4j,70000,1485.834,5.550
neo4j,70000,1486.918,5.550
neo4j,70000,1477.266,5.550
neo4j,70000,1457.681,5.550
neo4j,70000,2052.748,5.550
neo4j,70000,1467.346,5.550
neo4j,70000,1465.356,5.550
orientMII,80000,1159.243,11.850
orientMII,80000,1179.218,11.850
orientMII,80000,1146.602,11.850
orientMII,80000,1144.936,11.850
orientMII,80000,1147.862,11.850
orientMII,80000,1159.963,11.850
orientMII,80000,1142.962,11.850
orientMII,80000,1136.780,11.850
orientMII,80000,1130.278,11.850
orientMII,80000,1124.380,11.850
neo4j,80000,1609.996,6.342
neo4j,80000,1608.666,6.342
neo4j,80000,1594.348,6.342
neo4j,80000,1641.509,6.342
neo4j,80000,1598.953,6.342
neo4j,80000,1603.767,6.342
neo4j,80000,1640.958,6.342
neo4j,80000,1635.093,6.342
neo4j,80000,1600.670,6.342
neo4j,80000,2436.772,6.342
orientMII,90000,1265.533,11.850
orientMII,90000,1252.720,11.850
orientMII,90000,1252.671,11.850
orientMII,90000,1266.107,11.850
orientMII,90000,1261.280,11.850
orientMII,90000,1282.661,11.850
orientMII,90000,1295.089,11.850
orientMII,90000,1242.759,11.850
orientMII,90000,1247.446,11.850
orientMII,90000,1258.562,11.850
neo4j,90000,1768.794,7.133
neo4j,90000,1806.602,7.133
neo4j,90000,1754.056,7.133
neo4j,90000,1800.200,7.133
neo4j,90000,1782.625,7.133
neo4j,90000,1762.862,7.133
neo4j,90000,1790.071,7.133
neo4j,90000,1758.532,7.133
neo4j,90000,1769.601,7.133
neo4j,90000,1749.144,7.133
orientMII,100000,1396.691,11.850
orientMII,100000,1406.438,11.850
orientMII,100000,1404.755,11.850
orientMII,100000,1401.669,11.850
orientMII,100000,1389.809,11.850
orientMII,100000,1384.458,11.850
orientMII,100000,1376.890,11.850
orientMII,100000,1381.935,11.850
orientMII,100000,1375.556,11.850
orientMII,100000,1375.526,11.850
neo4j,100000,2028.131,7.925
neo4j,100000,2062.863,7.925
neo4j,100000,2071.730,7.925
neo4j,100000,2053.060,7.925
neo4j,100000,2049.674,7.925
neo4j,100000,2031.893,7.925
neo4j,100000,2067.308,7.925
neo4j,100000,2105.880,7.925
neo4j,100000,2085.629,7.925
neo4j,100000,2324.311,7.925
orientMII,200000,2854.326,11.850
orientMII,200000,2600.650,11.850
orientMII,200000,2618.166,11.850
orientMII,200000,2642.167,11.850
orientMII,200000,2640.271,11.850
orientMII,200000,2639.580,11.850
orientMII,200000,2609.830,11.850
orientMII,200000,2607.961,11.850
orientMII,200000,2649.540,11.850
orientMII,200000,2641.572,11.850
neo4j,200000,3962.303,15.840
neo4j,200000,3897.297,15.841
neo4j,200000,3935.935,15.841
neo4j,200000,3927.043,15.841
neo4j,200000,3993.333,15.840
neo4j,200000,3899.261,15.841
neo4j,200000,3883.710,15.840
neo4j,200000,3888.520,15.841
neo4j,200000,3870.085,15.840
neo4j,200000,3875.485,15.841
orientMII,300000,5641.709,11.850
orientMII,300000,3936.988,11.850
orientMII,300000,3841.676,11.850
orientMII,300000,3795.249,11.850
orientMII,300000,3802.372,11.850
orientMII,300000,3837.810,11.850
orientMII,300000,3834.647,11.850
orientMII,300000,3800.140,11.850
orientMII,300000,3801.729,11.850
orientMII,300000,3868.872,11.850
neo4j,300000,5509.301,23.756
neo4j,300000,5474.086,23.756
neo4j,300000,5571.834,23.756
neo4j,300000,5487.808,23.756
neo4j,300000,7754.470,23.756
neo4j,300000,8429.385,23.756
neo4j,300000,8141.143,23.756
neo4j,300000,8133.537,23.756
neo4j,300000,8050.182,23.756
neo4j,300000,8087.868,23.756
orientMII,400000,8938.961,11.850
orientMII,400000,9240.947,11.850
orientMII,400000,8986.410,11.850
orientMII,400000,8998.135,11.850
orientMII,400000,8450.269,11.850
orientMII,400000,8982.851,11.850
orientMII,400000,9279.618,11.850
orientMII,400000,9098.360,11.850
orientMII,400000,9082.552,11.850
orientMII,400000,8846.826,11.850
neo4j,400000,11780.505,31.672
neo4j,400000,11742.066,31.672
neo4j,400000,11710.714,31.672
neo4j,400000,11869.012,31.672
neo4j,400000,11951.641,31.672
neo4j,400000,11575.183,31.672
neo4j,400000,11480.985,31.672
neo4j,400000,11753.383,31.672
neo4j,400000,11731.377,31.672
neo4j,400000,11924.423,31.672
